time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,headcount,perm_excl,perm_excl_rate,suspension,susp_rate,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,State-funded secondary,12,10043,6,0.05974,1003,9.98706,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,State-funded primary,27,7005,0,0,67,0.95646,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,State-funded secondary,21,15596,14,0.08977,1414,9.06643,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,State-funded primary,64,23362,0,0,236,1.01019,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,State-funded primary,73,22689,0,0,196,0.86385,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,State-funded secondary,20,19175,5,0.02608,1867,9.73664,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Total,80,33512,10,0.02984,1115,3.32717,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Special,3,240,0,0,16,6.66667,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Special,6,651,0,0,37,5.68356,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,State-funded primary,68,34483,1,0.0029,106,0.3074,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Total,93,63238,20,0.03163,1931,3.05354,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Total,124,61270,12,0.01959,2263,3.69349,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,State-funded primary,67,30602,2,0.00654,227,0.74178,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,State-funded primary,68,30679,0,0,237,0.77252,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Special,3,384,0,0,16,4.16667,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,State-funded secondary,18,16615,4,0.02407,1615,9.72013,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,State-funded primary,67,29331,2,0.00682,223,0.76029,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,76,45354,36,0.07938,2190,4.82868,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Total,49,26917,8,0.02972,430,1.5975,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,State-funded secondary,9,10253,5,0.04877,503,4.90588,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,State-funded primary,52,28960,0,0,137,0.47307,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,State-funded secondary,19,28602,34,0.11887,2087,7.29669,,
Academic year,202122,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,State-funded primary,45,16900,0,0,56,0.33136,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,State-funded primary,228,64933,17,0.02618,1058,1.62937,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,State-funded secondary,1,263,0,0,0,0,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,82,27582,13,0.04713,2266,8.2155,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,State-funded primary,120,22094,0,0,321,1.45288,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,State-funded secondary,29,25587,24,0.0938,2915,11.3925,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",State-funded primary,66,27204,3,0.01103,549,2.01809,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Total,99,52730,76,0.14413,4633,8.78627,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Special,4,862,0,0,136,15.77726,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Special,13,1584,3,0.18939,113,7.13384,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,State-funded secondary,43,40850,99,0.24235,8321,20.36965,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,272,74413,80,0.10751,4636,6.23009,,
Academic year,202122,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Special,12,1430,0,0,128,8.95105,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,State-funded primary,40,11071,0,0,68,0.61422,,
Academic year,202122,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Total,62,23811,11,0.0462,2257,9.47881,,
Academic year,202122,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,State-funded primary,148,35220,9,0.02555,623,1.76888,,
Academic year,202122,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,State-funded secondary,22,30066,33,0.10976,4032,13.4105,,
Academic year,202122,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Total,414,203022,213,0.10491,13231,6.51703,,
Academic year,202122,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,State-funded primary,85,32907,15,0.04558,592,1.79901,,
Academic year,202122,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,State-funded secondary,19,18203,61,0.33511,2667,14.65143,,
Academic year,202122,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,State-funded primary,59,21455,2,0.00932,275,1.28175,,
Academic year,202122,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Total,79,40369,37,0.09165,2512,6.2226,,
Academic year,202122,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,State-funded primary,71,24783,5,0.02018,332,1.33963,,
Academic year,202122,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",State-funded secondary,15,9574,23,0.24023,1048,10.94631,,
Academic year,202122,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,State-funded secondary,13,15663,17,0.10854,1527,9.74909,,
Academic year,202122,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,State-funded secondary,15,13458,38,0.28236,1319,9.80086,,
Academic year,202122,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Total,72,30524,50,0.16381,1521,4.98296,,
Academic year,202122,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Total,256,89373,10,0.01119,5561,6.22224,,
Academic year,202122,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Total,550,218761,99,0.04525,15121,6.91211,,
Academic year,202122,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,State-funded secondary,82,91871,74,0.08055,7252,7.89368,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,State-funded primary,150,38065,15,0.03941,711,1.86786,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Special,4,649,0,0,11,1.69492,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,State-funded secondary,12,12445,12,0.09642,1300,10.44596,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Special,1,198,0,0,10,5.05051,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Special,3,466,1,0.21459,8,1.71674,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,State-funded secondary,10,12418,14,0.11274,1288,10.37204,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Total,45,33090,25,0.07555,1263,3.81686,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,State-funded secondary,10,12521,11,0.08785,376,3.00296,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,State-funded primary,75,26440,0,0,356,1.34644,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,State-funded secondary,19,21391,38,0.17764,3372,15.76364,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,State-funded primary,241,54977,8,0.01455,902,1.64069,,
Academic year,202122,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Special,30,3341,3,0.08979,331,9.90721,,
Academic year,202122,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,State-funded primary,67,16053,0,0,101,0.62917,,
Academic year,202122,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,State-funded secondary,10,12035,29,0.24096,2152,17.88118,,
Academic year,202122,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,State-funded primary,55,16227,2,0.01233,146,0.89974,,
Academic year,202122,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Total,77,31074,38,0.12229,1673,5.38392,,
Academic year,202122,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Special,7,894,1,0.11186,253,28.29978,,
Academic year,202122,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,37,15266,16,0.10481,2165,14.18184,,
Academic year,202122,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Special,5,594,0,0,155,26.09428,,
Academic year,202122,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,State-funded primary,41,15910,0,0,129,0.81081,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,60,21217,21,0.09898,1424,6.7116,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Special,4,448,0,0,92,20.53571,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Special,11,1327,3,0.22607,317,23.88847,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,State-funded primary,90,27052,3,0.01109,421,1.55626,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Special,6,1183,0,0,132,11.15807,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,State-funded primary,76,24080,5,0.02076,256,1.06312,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,State-funded secondary,15,12587,32,0.25423,4245,33.72527,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Special,8,880,0,0,46,5.22727,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Special,8,907,0,0,82,9.04079,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,State-funded secondary,19,19384,41,0.21151,1365,7.04189,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Total,91,43385,42,0.09681,1554,3.58188,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,State-funded secondary,19,19446,69,0.35483,2738,14.08002,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,State-funded primary,69,18661,0,0,93,0.49837,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Special,3,335,0,0,92,27.46269,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,State-funded secondary,12,11951,18,0.15062,1280,10.7104,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,State-funded secondary,23,24547,33,0.13444,3250,13.23991,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Total,154,56216,33,0.0587,3506,6.23666,,
Academic year,202122,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,State-funded secondary,20,21362,42,0.19661,2275,10.64975,,
Academic year,202122,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Special,7,712,0,0,45,6.32022,,
Academic year,202122,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,State-funded secondary,15,17091,53,0.3101,3597,21.04616,,
Academic year,202122,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Special,4,618,0,0,110,17.79935,,
Academic year,202122,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,State-funded primary,113,32395,1,0.00309,936,2.88933,,
Academic year,202122,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",State-funded primary,71,25423,2,0.00787,338,1.3295,,
Academic year,202122,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",State-funded secondary,13,16135,19,0.11776,3297,20.43384,,
Academic year,202122,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,State-funded primary,123,25303,3,0.01186,257,1.01569,,
Academic year,202122,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Special,2,358,0,0,2,0.55866,,
